TimeStamp,Frequency,feeling_positive,feeling_negative,Class
364,0,0,0,1j.csv
364,1,1,0,1k.csv
364,24,19,5,1l.csv
364,2,2,0,1m.csv
364,3,3,0,2a.csv
364,2,1,1,2b.csv
364,11,4,7,2c.csv
364,0,0,0,2d.csv
364,0,0,0,2e.csv
364,1,1,0,2f.csv
364,0,0,0,2g.csv
364,0,0,0,2h.csv
364,1,1,0,2i.csv
364,1,1,0,2j.csv
364,0,0,0,2k.csv
364,2,1,1,2l.csv
364,10,8,2,3a.csv
364,13,12,1,3b.csv
364,10,8,2,3c.csv
364,10,8,2,3d.csv
364,0,0,0,3e.csv
364,11,10,1,3f.csv
364,4,4,0,3g.csv
365,15,12,3,1a.csv
365,2,2,0,1b.csv
365,0,0,0,1c.csv
365,0,0,0,1e.csv
365,0,0,0,1f.csv
365,0,0,0,1g.csv
365,1,1,0,1h.csv
365,3,1,2,1i.csv
365,0,0,0,1j.csv
365,0,0,0,1k.csv
365,22,16,6,1l.csv
365,3,3,0,1m.csv
365,5,5,0,2a.csv
365,2,1,1,2b.csv
365,13,6,7,2c.csv
365,0,0,0,2d.csv
365,0,0,0,2e.csv
365,1,1,0,2f.csv
365,0,0,0,2g.csv
365,0,0,0,2h.csv
365,1,1,0,2i.csv
365,0,0,0,2j.csv
365,1,1,0,2k.csv
365,2,1,1,2l.csv
365,9,7,2,3a.csv
365,15,14,1,3b.csv
365,10,8,2,3c.csv
365,10,8,2,3d.csv
365,0,0,0,3e.csv
365,12,11,1,3f.csv
365,5,5,0,3g.csv
366,13,10,3,1a.csv
366,2,2,0,1b.csv
366,0,0,0,1c.csv
366,0,0,0,1e.csv
366,0,0,0,1f.csv
366,0,0,0,1g.csv
366,1,1,0,1h.csv
366,3,1,2,1i.csv
366,0,0,0,1j.csv
366,0,0,0,1k.csv
366,18,11,7,1l.csv
366,3,3,0,1m.csv
366,5,5,0,2a.csv
366,4,3,1,2b.csv
366,15,6,9,2c.csv
366,0,0,0,2d.csv
366,0,0,0,2e.csv
366,1,1,0,2f.csv
366,0,0,0,2g.csv
366,0,0,0,2h.csv
366,1,1,0,2i.csv
366,0,0,0,2j.csv
366,1,1,0,2k.csv
366,2,1,1,2l.csv
366,8,5,3,3a.csv
366,20,18,2,3b.csv
366,9,7,2,3c.csv
366,9,7,2,3d.csv
366,0,0,0,3e.csv
366,12,11,1,3f.csv
366,6,6,0,3g.csv
367,15,12,3,1a.csv
367,2,2,0,1b.csv
367,0,0,0,1c.csv
367,0,0,0,1e.csv
367,0,0,0,1f.csv
367,0,0,0,1g.csv
367,1,1,0,1h.csv
367,3,1,2,1i.csv
367,0,0,0,1j.csv
367,0,0,0,1k.csv
367,13,8,5,1l.csv
367,3,3,0,1m.csv
367,5,5,0,2a.csv
367,4,3,1,2b.csv
367,11,5,6,2c.csv
367,0,0,0,2d.csv
367,0,0,0,2e.csv
367,2,2,0,2f.csv
367,0,0,0,2g.csv
367,0,0,0,2h.csv
367,1,1,0,2i.csv
367,0,0,0,2j.csv
367,1,1,0,2k.csv
367,2,1,1,2l.csv
367,7,5,2,3a.csv
367,23,21,2,3b.csv
367,8,6,2,3c.csv
367,8,6,2,3d.csv
367,0,0,0,3e.csv
367,11,10,1,3f.csv
367,8,8,0,3g.csv
368,13,11,2,1a.csv
368,1,1,0,1b.csv
368,0,0,0,1c.csv
368,0,0,0,1e.csv
368,0,0,0,1f.csv
368,0,0,0,1g.csv
368,1,1,0,1h.csv
368,3,1,2,1i.csv
368,0,0,0,1j.csv
368,0,0,0,1k.csv
368,14,9,5,1l.csv
368,2,2,0,1m.csv
368,3,3,0,2a.csv
368,5,4,1,2b.csv
368,10,4,6,2c.csv
368,0,0,0,2d.csv
368,1,0,1,2e.csv
368,3,3,0,2f.csv
368,0,0,0,2g.csv
368,0,0,0,2h.csv
368,1,1,0,2i.csv
368,0,0,0,2j.csv
368,1,1,0,2k.csv
368,2,1,1,2l.csv
368,7,5,2,3a.csv
368,24,21,3,3b.csv
368,7,5,2,3c.csv
368,7,5,2,3d.csv
368,0,0,0,3e.csv
368,11,10,1,3f.csv
368,8,8,0,3g.csv
369,12,10,2,1a.csv
369,0,0,0,1b.csv
369,0,0,0,1c.csv
369,0,0,0,1e.csv
369,0,0,0,1f.csv
369,0,0,0,1g.csv
369,1,1,0,1h.csv
369,2,1,1,1i.csv
369,0,0,0,1j.csv
369,0,0,0,1k.csv
369,15,12,3,1l.csv
369,2,2,0,1m.csv
369,3,3,0,2a.csv
369,5,4,1,2b.csv
369,11,4,7,2c.csv
369,0,0,0,2d.csv
369,2,1,1,2e.csv
369,3,3,0,2f.csv
369,0,0,0,2g.csv
369,0,0,0,2h.csv
369,1,1,0,2i.csv
369,0,0,0,2j.csv
369,1,1,0,2k.csv
369,2,1,1,2l.csv
369,6,3,3,3a.csv
369,25,22,3,3b.csv
369,7,6,1,3c.csv
369,7,6,1,3d.csv
369,2,2,0,3e.csv
369,9,8,1,3f.csv
369,8,8,0,3g.csv
370,13,9,4,1a.csv
370,0,0,0,1b.csv
370,0,0,0,1c.csv
370,0,0,0,1e.csv
370,0,0,0,1f.csv
370,0,0,0,1g.csv
370,0,0,0,1h.csv
370,1,0,1,1i.csv
370,0,0,0,1j.csv
370,0,0,0,1k.csv
370,14,12,2,1l.csv
370,2,2,0,1m.csv
370,4,4,0,2a.csv
370,5,5,0,2b.csv
370,10,4,6,2c.csv
370,0,0,0,2d.csv
370,2,1,1,2e.csv
370,3,3,0,2f.csv
370,0,0,0,2g.csv
370,0,0,0,2h.csv
370,1,1,0,2i.csv
370,0,0,0,2j.csv
370,1,1,0,2k.csv
370,2,1,1,2l.csv
370,8,3,5,3a.csv
370,28,25,3,3b.csv
370,7,6,1,3c.csv
370,7,6,1,3d.csv
370,2,2,0,3e.csv
370,8,7,1,3f.csv
370,8,8,0,3g.csv
371,16,12,4,1a.csv
371,0,0,0,1b.csv
371,0,0,0,1c.csv
371,0,0,0,1e.csv
371,0,0,0,1f.csv
371,0,0,0,1g.csv
371,0,0,0,1h.csv
371,1,0,1,1i.csv
371,0,0,0,1j.csv
371,0,0,0,1k.csv
371,13,11,2,1l.csv
371,3,3,0,1m.csv
371,5,5,0,2a.csv
371,7,6,1,2b.csv
371,11,6,5,2c.csv
371,1,0,1,2d.csv
371,2,1,1,2e.csv
371,3,3,0,2f.csv
371,0,0,0,2g.csv
371,0,0,0,2h.csv
371,0,0,0,2i.csv
371,0,0,0,2j.csv
371,1,1,0,2k.csv
371,2,1,1,2l.csv
371,11,4,7,3a.csv
371,31,28,3,3b.csv
371,7,5,2,3c.csv
371,7,5,2,3d.csv
371,2,2,0,3e.csv
371,9,8,1,3f.csv
371,10,10,0,3g.csv
372,14,10,4,1a.csv
372,0,0,0,1b.csv
372,0,0,0,1c.csv
372,0,0,0,1e.csv
372,0,0,0,1f.csv
372,0,0,0,1g.csv
372,0,0,0,1h.csv
372,0,0,0,1i.csv
372,0,0,0,1j.csv
372,0,0,0,1k.csv
372,12,10,2,1l.csv
372,3,3,0,1m.csv
372,4,4,0,2a.csv
372,6,5,1,2b.csv
372,10,5,5,2c.csv
372,1,0,1,2d.csv
372,2,1,1,2e.csv
372,2,2,0,2f.csv
372,0,0,0,2g.csv
372,0,0,0,2h.csv
372,0,0,0,2i.csv
372,0,0,0,2j.csv
372,1,1,0,2k.csv
372,1,0,1,2l.csv
372,11,5,6,3a.csv
372,36,32,4,3b.csv
372,8,6,2,3c.csv
372,8,6,2,3d.csv
372,3,3,0,3e.csv
372,7,7,0,3f.csv
372,9,9,0,3g.csv
373,14,9,5,1a.csv
373,0,0,0,1b.csv
373,0,0,0,1c.csv
373,1,0,1,1e.csv
373,0,0,0,1f.csv
373,0,0,0,1g.csv
373,0,0,0,1h.csv
373,0,0,0,1i.csv
373,0,0,0,1j.csv
373,0,0,0,1k.csv
373,10,9,1,1l.csv
373,2,2,0,1m.csv
373,2,2,0,2a.csv
373,8,7,1,2b.csv
373,8,3,5,2c.csv
373,1,0,1,2d.csv
373,3,1,2,2e.csv
373,2,2,0,2f.csv
373,0,0,0,2g.csv
373,0,0,0,2h.csv
373,0,0,0,2i.csv
373,0,0,0,2j.csv
373,0,0,0,2k.csv
373,1,0,1,2l.csv
373,12,5,7,3a.csv
373,39,34,5,3b.csv
373,7,5,2,3c.csv
373,7,5,2,3d.csv
373,3,3,0,3e.csv
373,6,6,0,3f.csv
373,9,9,0,3g.csv
374,13,8,5,1a.csv
374,0,0,0,1b.csv
374,0,0,0,1c.csv
374,1,0,1,1e.csv
374,0,0,0,1f.csv
374,0,0,0,1g.csv
374,0,0,0,1h.csv
374,0,0,0,1i.csv
374,0,0,0,1j.csv
374,0,0,0,1k.csv
374,10,9,1,1l.csv
374,4,4,0,1m.csv
374,2,2,0,2a.csv
374,7,6,1,2b.csv
374,6,3,3,2c.csv
374,1,0,1,2d.csv
374,4,2,2,2e.csv
374,2,2,0,2f.csv
374,0,0,0,2g.csv
374,0,0,0,2h.csv
374,0,0,0,2i.csv
374,0,0,0,2j.csv
374,0,0,0,2k.csv
374,1,0,1,2l.csv
374,12,6,6,3a.csv
374,44,40,4,3b.csv
374,8,5,3,3c.csv
374,8,5,3,3d.csv
374,3,3,0,3e.csv
374,5,5,0,3f.csv
374,10,9,1,3g.csv
375,11,6,5,1a.csv
375,0,0,0,1b.csv
375,0,0,0,1c.csv
375,1,0,1,1e.csv
375,0,0,0,1f.csv
375,0,0,0,1g.csv
375,0,0,0,1h.csv
375,0,0,0,1i.csv
375,0,0,0,1j.csv
375,0,0,0,1k.csv
375,12,10,2,1l.csv
375,4,4,0,1m.csv
375,2,2,0,2a.csv
375,8,7,1,2b.csv
375,6,3,3,2c.csv
375,1,0,1,2d.csv
375,4,2,2,2e.csv
375,2,2,0,2f.csv
375,0,0,0,2g.csv
375,0,0,0,2h.csv
375,0,0,0,2i.csv
375,0,0,0,2j.csv
375,0,0,0,2k.csv
375,1,0,1,2l.csv
375,12,6,6,3a.csv
375,45,40,5,3b.csv
375,7,4,3,3c.csv
375,7,4,3,3d.csv
375,4,4,0,3e.csv
375,4,4,0,3f.csv
375,9,7,2,3g.csv
376,10,5,5,1a.csv
376,0,0,0,1b.csv
376,0,0,0,1c.csv
376,1,0,1,1e.csv
376,0,0,0,1f.csv
376,0,0,0,1g.csv
376,0,0,0,1h.csv
376,0,0,0,1i.csv
376,0,0,0,1j.csv
376,0,0,0,1k.csv
376,12,10,2,1l.csv
376,4,4,0,1m.csv
376,2,2,0,2a.csv
376,9,8,1,2b.csv
376,7,4,3,2c.csv
376,1,0,1,2d.csv
376,4,3,1,2e.csv
376,1,1,0,2f.csv
376,0,0,0,2g.csv
376,0,0,0,2h.csv
376,0,0,0,2i.csv
376,0,0,0,2j.csv
376,0,0,0,2k.csv
376,1,0,1,2l.csv
376,13,7,6,3a.csv
376,47,43,4,3b.csv
376,6,3,3,3c.csv
376,6,3,3,3d.csv
376,6,5,1,3e.csv
376,4,4,0,3f.csv
376,8,6,2,3g.csv
377,9,5,4,1a.csv
377,0,0,0,1b.csv
377,1,1,0,1c.csv
377,1,0,1,1e.csv
377,0,0,0,1f.csv
377,0,0,0,1g.csv
377,0,0,0,1h.csv
377,0,0,0,1i.csv
377,0,0,0,1j.csv
377,0,0,0,1k.csv
377,8,6,2,1l.csv
377,4,4,0,1m.csv
377,2,2,0,2a.csv
377,10,9,1,2b.csv
377,7,5,2,2c.csv
377,1,0,1,2d.csv
377,3,2,1,2e.csv
377,1,1,0,2f.csv
377,0,0,0,2g.csv
377,0,0,0,2h.csv
377,0,0,0,2i.csv
377,0,0,0,2j.csv
377,0,0,0,2k.csv
377,2,1,1,2l.csv
377,13,8,5,3a.csv
377,46,43,3,3b.csv
377,6,2,4,3c.csv
377,6,2,4,3d.csv
377,4,3,1,3e.csv
377,5,5,0,3f.csv
377,8,6,2,3g.csv
378,7,6,1,1a.csv
378,0,0,0,1b.csv
378,1,1,0,1c.csv
378,1,0,1,1e.csv
378,0,0,0,1f.csv
378,0,0,0,1g.csv
378,0,0,0,1h.csv
378,0,0,0,1i.csv
378,0,0,0,1j.csv
378,0,0,0,1k.csv
378,8,6,2,1l.csv
378,3,3,0,1m.csv
378,1,1,0,2a.csv
378,10,9,1,2b.csv
378,6,5,1,2c.csv
378,1,0,1,2d.csv
378,3,2,1,2e.csv
378,1,1,0,2f.csv
378,0,0,0,2g.csv
378,0,0,0,2h.csv
378,0,0,0,2i.csv
378,0,0,0,2j.csv
378,0,0,0,2k.csv
378,2,1,1,2l.csv
378,12,9,3,3a.csv
378,44,41,3,3b.csv
378,7,2,5,3c.csv
378,7,2,5,3d.csv
378,4,3,1,3e.csv
378,4,4,0,3f.csv
378,9,7,2,3g.csv
379,6,5,1,1a.csv
379,1,1,0,1b.csv
379,1,1,0,1c.csv
379,1,0,1,1e.csv
379,0,0,0,1f.csv
379,0,0,0,1g.csv
379,0,0,0,1h.csv
379,0,0,0,1i.csv
379,0,0,0,1j.csv
379,0,0,0,1k.csv
379,8,6,2,1l.csv
379,2,2,0,1m.csv
379,0,0,0,2a.csv
379,8,8,0,2b.csv
379,3,2,1,2c.csv
379,0,0,0,2d.csv
379,3,2,1,2e.csv
379,1,1,0,2f.csv
379,0,0,0,2g.csv
379,0,0,0,2h.csv
379,0,0,0,2i.csv
379,0,0,0,2j.csv
379,0,0,0,2k.csv
379,2,1,1,2l.csv
379,9,8,1,3a.csv
379,42,39,3,3b.csv
379,7,2,5,3c.csv
379,7,2,5,3d.csv
379,4,3,1,3e.csv
379,5,5,0,3f.csv
379,7,4,3,3g.csv
380,5,4,1,1a.csv
380,1,1,0,1b.csv
380,1,1,0,1c.csv
380,1,0,1,1e.csv
380,0,0,0,1f.csv
380,0,0,0,1g.csv
380,0,0,0,1h.csv
380,0,0,0,1i.csv
380,0,0,0,1j.csv
380,0,0,0,1k.csv
380,6,4,2,1l.csv
380,2,2,0,1m.csv
380,0,0,0,2a.csv
380,8,8,0,2b.csv
380,3,2,1,2c.csv
380,0,0,0,2d.csv
380,3,2,1,2e.csv
380,2,2,0,2f.csv
380,0,0,0,2g.csv
380,0,0,0,2h.csv
380,0,0,0,2i.csv
380,0,0,0,2j.csv
380,0,0,0,2k.csv
380,1,1,0,2l.csv
380,7,6,1,3a.csv
380,43,41,2,3b.csv
380,7,3,4,3c.csv
380,7,3,4,3d.csv
380,6,4,2,3e.csv
380,5,5,0,3f.csv
380,6,3,3,3g.csv
381,5,5,0,1a.csv
381,1,1,0,1b.csv
381,2,2,0,1c.csv
381,0,0,0,1e.csv
381,0,0,0,1f.csv
381,0,0,0,1g.csv
381,0,0,0,1h.csv
381,0,0,0,1i.csv
381,0,0,0,1j.csv
381,0,0,0,1k.csv
381,6,4,2,1l.csv
381,2,2,0,1m.csv
381,0,0,0,2a.csv
381,6,6,0,2b.csv
381,2,2,0,2c.csv
381,0,0,0,2d.csv
381,2,2,0,2e.csv
381,3,3,0,2f.csv
381,0,0,0,2g.csv
381,0,0,0,2h.csv
381,1,1,0,2i.csv
381,0,0,0,2j.csv
381,0,0,0,2k.csv
381,2,1,1,2l.csv
381,5,5,0,3a.csv
381,44,42,2,3b.csv
381,7,3,4,3c.csv
381,7,3,4,3d.csv
381,7,5,2,3e.csv
381,5,5,0,3f.csv
381,5,2,3,3g.csv
382,5,5,0,1a.csv
382,1,1,0,1b.csv
382,2,2,0,1c.csv
382,1,0,1,1e.csv
382,0,0,0,1f.csv
382,0,0,0,1g.csv
382,0,0,0,1h.csv
382,0,0,0,1i.csv
382,0,0,0,1j.csv
382,0,0,0,1k.csv
382,6,5,1,1l.csv
382,0,0,0,1m.csv
382,0,0,0,2a.csv
382,6,6,0,2b.csv
382,3,3,0,2c.csv
382,0,0,0,2d.csv
382,1,1,0,2e.csv
382,3,3,0,2f.csv
382,0,0,0,2g.csv
382,0,0,0,2h.csv
382,1,1,0,2i.csv
382,0,0,0,2j.csv
382,0,0,0,2k.csv
382,2,1,1,2l.csv
382,5,5,0,3a.csv
382,41,39,2,3b.csv
382,6,3,3,3c.csv
382,6,3,3,3d.csv
382,8,6,2,3e.csv
382,5,5,0,3f.csv
382,3,1,2,3g.csv
383,6,6,0,1a.csv
383,1,1,0,1b.csv
383,2,2,0,1c.csv
383,1,0,1,1e.csv
383,0,0,0,1f.csv
383,0,0,0,1g.csv
383,0,0,0,1h.csv
383,0,0,0,1i.csv
383,0,0,0,1j.csv
383,0,0,0,1k.csv
383,4,4,0,1l.csv
383,0,0,0,1m.csv
383,0,0,0,2a.csv
383,7,7,0,2b.csv
383,4,3,1,2c.csv
383,0,0,0,2d.csv
383,1,1,0,2e.csv
383,3,3,0,2f.csv
383,0,0,0,2g.csv
383,0,0,0,2h.csv
383,1,1,0,2i.csv
383,0,0,0,2j.csv
383,0,0,0,2k.csv
383,2,1,1,2l.csv
383,6,6,0,3a.csv
383,45,42,3,3b.csv
383,7,4,3,3c.csv
383,7,4,3,3d.csv
383,7,5,2,3e.csv
383,5,5,0,3f.csv
383,2,1,1,3g.csv
384,7,7,0,1a.csv
384,1,1,0,1b.csv
384,2,2,0,1c.csv
384,1,0,1,1e.csv
384,0,0,0,1f.csv
384,0,0,0,1g.csv
384,0,0,0,1h.csv
384,0,0,0,1i.csv
384,0,0,0,1j.csv
384,0,0,0,1k.csv
384,3,3,0,1l.csv
384,0,0,0,1m.csv
384,0,0,0,2a.csv
384,5,5,0,2b.csv
384,3,2,1,2c.csv
384,0,0,0,2d.csv
384,0,0,0,2e.csv
384,5,5,0,2f.csv
384,0,0,0,2g.csv
384,0,0,0,2h.csv
384,1,1,0,2i.csv
384,0,0,0,2j.csv
384,0,0,0,2k.csv
384,2,1,1,2l.csv
384,9,9,0,3a.csv
384,48,45,3,3b.csv
384,8,4,4,3c.csv
384,8,4,4,3d.csv
384,5,4,1,3e.csv
384,6,6,0,3f.csv
384,6,5,1,3g.csv
385,9,9,0,1a.csv
385,1,1,0,1b.csv
385,1,1,0,1c.csv
385,2,1,1,1e.csv
385,0,0,0,1f.csv
385,0,0,0,1g.csv
385,0,0,0,1h.csv
385,0,0,0,1i.csv
385,0,0,0,1j.csv
385,1,0,1,1k.csv
385,3,3,0,1l.csv
385,1,1,0,1m.csv
385,1,1,0,2a.csv
385,7,7,0,2b.csv
385,2,1,1,2c.csv
385,0,0,0,2d.csv
385,0,0,0,2e.csv
385,7,6,1,2f.csv
385,0,0,0,2g.csv
385,0,0,0,2h.csv
385,1,1,0,2i.csv
385,0,0,0,2j.csv
385,0,0,0,2k.csv
385,1,0,1,2l.csv
385,10,9,1,3a.csv
385,53,47,6,3b.csv
385,8,4,4,3c.csv
385,8,4,4,3d.csv
385,5,4,1,3e.csv
385,5,5,0,3f.csv
385,6,5,1,3g.csv
386,9,9,0,1a.csv
386,1,1,0,1b.csv
386,1,1,0,1c.csv
386,2,1,1,1e.csv
386,0,0,0,1f.csv
386,0,0,0,1g.csv
386,0,0,0,1h.csv
386,0,0,0,1i.csv
386,0,0,0,1j.csv
386,1,0,1,1k.csv
386,3,3,0,1l.csv
386,1,1,0,1m.csv
386,1,1,0,2a.csv
386,6,6,0,2b.csv
386,2,1,1,2c.csv
386,0,0,0,2d.csv
386,0,0,0,2e.csv
386,7,6,1,2f.csv
386,0,0,0,2g.csv
386,0,0,0,2h.csv
386,1,1,0,2i.csv
386,0,0,0,2j.csv
386,0,0,0,2k.csv
386,3,2,1,2l.csv
386,12,11,1,3a.csv
386,57,51,6,3b.csv
386,6,3,3,3c.csv
386,6,3,3,3d.csv
386,5,4,1,3e.csv
386,6,6,0,3f.csv
386,6,5,1,3g.csv
387,8,8,0,1a.csv
387,0,0,0,1b.csv
387,1,1,0,1c.csv
387,2,1,1,1e.csv
387,0,0,0,1f.csv
387,0,0,0,1g.csv
387,0,0,0,1h.csv
387,0,0,0,1i.csv
387,0,0,0,1j.csv
387,1,0,1,1k.csv
387,2,2,0,1l.csv
387,1,1,0,1m.csv
387,2,2,0,2a.csv
387,6,6,0,2b.csv
387,2,1,1,2c.csv
387,0,0,0,2d.csv
387,1,1,0,2e.csv
387,9,8,1,2f.csv
387,0,0,0,2g.csv
387,0,0,0,2h.csv
387,1,1,0,2i.csv
387,0,0,0,2j.csv
387,0,0,0,2k.csv
387,4,3,1,2l.csv
387,13,12,1,3a.csv
387,59,52,7,3b.csv
387,6,4,2,3c.csv
387,6,4,2,3d.csv
387,8,6,2,3e.csv
387,7,7,0,3f.csv
387,6,6,0,3g.csv
388,10,10,0,1a.csv
388,0,0,0,1b.csv
388,1,1,0,1c.csv
388,2,1,1,1e.csv
388,0,0,0,1f.csv
388,0,0,0,1g.csv
388,0,0,0,1h.csv
388,0,0,0,1i.csv
388,0,0,0,1j.csv
388,1,0,1,1k.csv
388,3,3,0,1l.csv
388,1,1,0,1m.csv
388,2,2,0,2a.csv
388,6,6,0,2b.csv
388,2,1,1,2c.csv
388,0,0,0,2d.csv
388,1,1,0,2e.csv
388,8,7,1,2f.csv
388,0,0,0,2g.csv
388,0,0,0,2h.csv
388,1,1,0,2i.csv
388,0,0,0,2j.csv
388,0,0,0,2k.csv
388,4,3,1,2l.csv
388,16,14,2,3a.csv
388,59,51,8,3b.csv
388,4,2,2,3c.csv
388,4,2,2,3d.csv
388,7,6,1,3e.csv
388,7,7,0,3f.csv
388,7,6,1,3g.csv
389,9,9,0,1a.csv
389,0,0,0,1b.csv
389,0,0,0,1c.csv
389,2,1,1,1e.csv
389,0,0,0,1f.csv
389,0,0,0,1g.csv
389,0,0,0,1h.csv
389,0,0,0,1i.csv
389,0,0,0,1j.csv
389,1,0,1,1k.csv
389,4,4,0,1l.csv
389,2,2,0,1m.csv
389,3,3,0,2a.csv
389,6,6,0,2b.csv
389,2,1,1,2c.csv
389,0,0,0,2d.csv
389,1,1,0,2e.csv
389,7,6,1,2f.csv
389,0,0,0,2g.csv
389,0,0,0,2h.csv
389,0,0,0,2i.csv
389,0,0,0,2j.csv
389,0,0,0,2k.csv
389,3,3,0,2l.csv
389,17,14,3,3a.csv
389,56,49,7,3b.csv
389,4,2,2,3c.csv
389,4,2,2,3d.csv
389,6,5,1,3e.csv
389,8,8,0,3f.csv
389,7,6,1,3g.csv
390,10,10,0,1a.csv
390,0,0,0,1b.csv
390,0,0,0,1c.csv
390,1,1,0,1e.csv
390,0,0,0,1f.csv
390,0,0,0,1g.csv
390,0,0,0,1h.csv
390,0,0,0,1i.csv
390,0,0,0,1j.csv
390,1,0,1,1k.csv
390,3,3,0,1l.csv
390,2,2,0,1m.csv
390,4,4,0,2a.csv
390,7,7,0,2b.csv
390,1,0,1,2c.csv
390,0,0,0,2d.csv
390,1,1,0,2e.csv
390,7,6,1,2f.csv
390,0,0,0,2g.csv
390,0,0,0,2h.csv
390,0,0,0,2i.csv
390,0,0,0,2j.csv
390,0,0,0,2k.csv
390,3,3,0,2l.csv
390,19,16,3,3a.csv
390,54,46,8,3b.csv
390,4,2,2,3c.csv
390,4,2,2,3d.csv
390,5,4,1,3e.csv
390,8,8,0,3f.csv
390,7,6,1,3g.csv
391,9,9,0,1a.csv
391,0,0,0,1b.csv
391,0,0,0,1c.csv
391,1,1,0,1e.csv
391,0,0,0,1f.csv
391,0,0,0,1g.csv
391,0,0,0,1h.csv
391,1,0,1,1i.csv
391,0,0,0,1j.csv
391,1,0,1,1k.csv
391,3,3,0,1l.csv
391,2,2,0,1m.csv
391,4,4,0,2a.csv
391,5,5,0,2b.csv
391,0,0,0,2c.csv
391,0,0,0,2d.csv
391,2,2,0,2e.csv
391,6,5,1,2f.csv
391,0,0,0,2g.csv
391,0,0,0,2h.csv
391,0,0,0,2i.csv
391,0,0,0,2j.csv
391,0,0,0,2k.csv
391,3,3,0,2l.csv
391,18,15,3,3a.csv
391,47,41,6,3b.csv
391,3,1,2,3c.csv
391,3,1,2,3d.csv
391,5,4,1,3e.csv
391,8,8,0,3f.csv
391,7,6,1,3g.csv
392,9,9,0,1a.csv
392,0,0,0,1b.csv
392,1,0,1,1c.csv
392,1,1,0,1e.csv
392,0,0,0,1f.csv
392,0,0,0,1g.csv
392,0,0,0,1h.csv
392,1,0,1,1i.csv
392,0,0,0,1j.csv
392,1,0,1,1k.csv
392,3,3,0,1l.csv
392,2,2,0,1m.csv
392,5,5,0,2a.csv
392,6,6,0,2b.csv
392,0,0,0,2c.csv
392,0,0,0,2d.csv
392,3,3,0,2e.csv
392,6,3,3,2f.csv
392,0,0,0,2g.csv
392,0,0,0,2h.csv
392,1,1,0,2i.csv
392,0,0,0,2j.csv
392,1,1,0,2k.csv
392,4,4,0,2l.csv
392,16,12,4,3a.csv
392,40,33,7,3b.csv
392,2,1,1,3c.csv
392,2,1,1,3d.csv
392,5,4,1,3e.csv
392,7,7,0,3f.csv
392,3,2,1,3g.csv
393,8,7,1,1a.csv
393,0,0,0,1b.csv
393,2,0,2,1c.csv
393,0,0,0,1e.csv
393,0,0,0,1f.csv
393,0,0,0,1g.csv
393,0,0,0,1h.csv
393,1,0,1,1i.csv
393,0,0,0,1j.csv
393,0,0,0,1k.csv
393,3,3,0,1l.csv
393,1,1,0,1m.csv
393,4,4,0,2a.csv
393,4,4,0,2b.csv
393,0,0,0,2c.csv
393,0,0,0,2d.csv
393,3,3,0,2e.csv
393,4,2,2,2f.csv
393,0,0,0,2g.csv
393,0,0,0,2h.csv
393,1,1,0,2i.csv
393,0,0,0,2j.csv
393,1,1,0,2k.csv
393,5,5,0,2l.csv
393,14,11,3,3a.csv
393,36,32,4,3b.csv
393,2,2,0,3c.csv
393,2,2,0,3d.csv
393,7,6,1,3e.csv
393,6,6,0,3f.csv
393,4,3,1,3g.csv
394,9,8,1,1a.csv
394,0,0,0,1b.csv
394,2,0,2,1c.csv
394,0,0,0,1e.csv
394,0,0,0,1f.csv
394,1,1,0,1g.csv
394,0,0,0,1h.csv
394,1,0,1,1i.csv
394,0,0,0,1j.csv
394,0,0,0,1k.csv
394,3,3,0,1l.csv
