TimeStamp,Frequency,feeling_positive,feeling_negative,Class
2897,0,0,0,Reader_1_4.csv
2897,3,2,1,Reader_1_5.csv
2897,1,0,1,Reader_1_6.csv
2897,0,0,0,Reader_1_7.csv
2897,0,0,0,Reader_1_8.csv
2897,1,1,0,Reader_1_9.csv
2897,0,0,0,Reader_2_1.csv
2897,0,0,0,Reader_2_10.csv
2897,0,0,0,Reader_2_11.csv
2897,3,3,0,Reader_2_12.csv
2897,1,1,0,Reader_2_2.csv
2897,0,0,0,Reader_2_3.csv
2897,1,1,0,Reader_2_4.csv
2897,0,0,0,Reader_2_5.csv
2897,2,2,0,Reader_2_6.csv
2897,0,0,0,Reader_2_7.csv
2897,0,0,0,Reader_2_8.csv
2897,0,0,0,Reader_2_9.csv
2897,2,2,0,reader_3_1.csv
2897,3,3,0,Reader_3_2.csv
2897,1,1,0,Reader_3_3.csv
2897,1,1,0,Reader_3_4.csv
2897,4,2,2,Reader_3_5.csv
2897,2,2,0,Reader_3_6.csv
2897,5,4,1,Reader_3_7.csv
2898,5,4,1,Reader_1_1.csv
2898,0,0,0,Reader_1_10.csv
2898,0,0,0,Reader_1_11.csv
2898,1,1,0,Reader_1_12.csv
2898,2,1,1,Reader_1_2.csv
2898,2,1,1,Reader_1_3.csv
2898,0,0,0,Reader_1_4.csv
2898,3,2,1,Reader_1_5.csv
2898,1,0,1,Reader_1_6.csv
2898,0,0,0,Reader_1_7.csv
2898,0,0,0,Reader_1_8.csv
2898,0,0,0,Reader_1_9.csv
2898,0,0,0,Reader_2_1.csv
2898,0,0,0,Reader_2_10.csv
2898,0,0,0,Reader_2_11.csv
2898,4,4,0,Reader_2_12.csv
2898,1,1,0,Reader_2_2.csv
2898,0,0,0,Reader_2_3.csv
2898,1,1,0,Reader_2_4.csv
2898,0,0,0,Reader_2_5.csv
2898,2,2,0,Reader_2_6.csv
2898,0,0,0,Reader_2_7.csv
2898,0,0,0,Reader_2_8.csv
2898,0,0,0,Reader_2_9.csv
2898,2,2,0,reader_3_1.csv
2898,4,3,1,Reader_3_2.csv
2898,1,1,0,Reader_3_3.csv
2898,1,1,0,Reader_3_4.csv
2898,3,2,1,Reader_3_5.csv
2898,4,3,1,Reader_3_6.csv
2898,5,5,0,Reader_3_7.csv
2899,5,4,1,Reader_1_1.csv
2899,0,0,0,Reader_1_10.csv
2899,0,0,0,Reader_1_11.csv
2899,1,1,0,Reader_1_12.csv
2899,2,1,1,Reader_1_2.csv
2899,1,1,0,Reader_1_3.csv
2899,1,1,0,Reader_1_4.csv
2899,5,3,2,Reader_1_5.csv
2899,1,0,1,Reader_1_6.csv
2899,0,0,0,Reader_1_7.csv
2899,0,0,0,Reader_1_8.csv
2899,0,0,0,Reader_1_9.csv
2899,0,0,0,Reader_2_1.csv
2899,0,0,0,Reader_2_10.csv
2899,0,0,0,Reader_2_11.csv
2899,3,3,0,Reader_2_12.csv
2899,0,0,0,Reader_2_2.csv
2899,0,0,0,Reader_2_3.csv
2899,1,1,0,Reader_2_4.csv
2899,0,0,0,Reader_2_5.csv
2899,2,2,0,Reader_2_6.csv
2899,0,0,0,Reader_2_7.csv
2899,0,0,0,Reader_2_8.csv
2899,0,0,0,Reader_2_9.csv
2899,1,1,0,reader_3_1.csv
2899,4,3,1,Reader_3_2.csv
2899,1,1,0,Reader_3_3.csv
2899,1,1,0,Reader_3_4.csv
2899,3,2,1,Reader_3_5.csv
2899,4,3,1,Reader_3_6.csv
2899,5,5,0,Reader_3_7.csv
2900,5,4,1,Reader_1_1.csv
2900,0,0,0,Reader_1_10.csv
2900,0,0,0,Reader_1_11.csv
2900,1,1,0,Reader_1_12.csv
2900,1,0,1,Reader_1_2.csv
2900,2,2,0,Reader_1_3.csv
2900,1,1,0,Reader_1_4.csv
2900,4,3,1,Reader_1_5.csv
2900,2,1,1,Reader_1_6.csv
2900,0,0,0,Reader_1_7.csv
2900,0,0,0,Reader_1_8.csv
2900,0,0,0,Reader_1_9.csv
2900,0,0,0,Reader_2_1.csv
2900,0,0,0,Reader_2_10.csv
2900,0,0,0,Reader_2_11.csv
2900,5,4,1,Reader_2_12.csv
2900,0,0,0,Reader_2_2.csv
2900,0,0,0,Reader_2_3.csv
2900,1,1,0,Reader_2_4.csv
2900,0,0,0,Reader_2_5.csv
2900,1,1,0,Reader_2_6.csv
2900,0,0,0,Reader_2_7.csv
2900,0,0,0,Reader_2_8.csv
2900,0,0,0,Reader_2_9.csv
2900,2,2,0,reader_3_1.csv
2900,4,3,1,Reader_3_2.csv
2900,1,1,0,Reader_3_3.csv
2900,1,1,0,Reader_3_4.csv
2900,3,2,1,Reader_3_5.csv
2900,4,3,1,Reader_3_6.csv
2900,5,5,0,Reader_3_7.csv
2901,4,3,1,Reader_1_1.csv
2901,0,0,0,Reader_1_10.csv
2901,0,0,0,Reader_1_11.csv
2901,1,1,0,Reader_1_12.csv
2901,0,0,0,Reader_1_2.csv
2901,2,2,0,Reader_1_3.csv
2901,1,1,0,Reader_1_4.csv
2901,4,3,1,Reader_1_5.csv
2901,3,2,1,Reader_1_6.csv
2901,0,0,0,Reader_1_7.csv
2901,0,0,0,Reader_1_8.csv
2901,0,0,0,Reader_1_9.csv
2901,0,0,0,Reader_2_1.csv
2901,0,0,0,Reader_2_10.csv
2901,0,0,0,Reader_2_11.csv
2901,5,4,1,Reader_2_12.csv
2901,0,0,0,Reader_2_2.csv
2901,0,0,0,Reader_2_3.csv
2901,1,1,0,Reader_2_4.csv
2901,0,0,0,Reader_2_5.csv
2901,1,1,0,Reader_2_6.csv
2901,0,0,0,Reader_2_7.csv
2901,2,2,0,Reader_2_8.csv
2901,0,0,0,Reader_2_9.csv
2901,2,2,0,reader_3_1.csv
2901,5,4,1,Reader_3_2.csv
2901,1,1,0,Reader_3_3.csv
2901,1,1,0,Reader_3_4.csv
2901,3,2,1,Reader_3_5.csv
2901,3,2,1,Reader_3_6.csv
2901,4,4,0,Reader_3_7.csv
2902,3,2,1,Reader_1_1.csv
2902,0,0,0,Reader_1_10.csv
2902,0,0,0,Reader_1_11.csv
2902,0,0,0,Reader_1_12.csv
2902,0,0,0,Reader_1_2.csv
2902,2,2,0,Reader_1_3.csv
2902,1,1,0,Reader_1_4.csv
2902,4,3,1,Reader_1_5.csv
2902,3,2,1,Reader_1_6.csv
2902,0,0,0,Reader_1_7.csv
2902,0,0,0,Reader_1_8.csv
2902,0,0,0,Reader_1_9.csv
2902,0,0,0,Reader_2_1.csv
2902,0,0,0,Reader_2_10.csv
2902,0,0,0,Reader_2_11.csv
2902,5,4,1,Reader_2_12.csv
2902,0,0,0,Reader_2_2.csv
2902,0,0,0,Reader_2_3.csv
2902,0,0,0,Reader_2_4.csv
2902,0,0,0,Reader_2_5.csv
2902,1,1,0,Reader_2_6.csv
2902,0,0,0,Reader_2_7.csv
2902,2,2,0,Reader_2_8.csv
2902,0,0,0,Reader_2_9.csv
2902,2,2,0,reader_3_1.csv
2902,4,3,1,Reader_3_2.csv
2902,1,1,0,Reader_3_3.csv
2902,1,1,0,Reader_3_4.csv
2902,3,2,1,Reader_3_5.csv
2902,3,2,1,Reader_3_6.csv
2902,4,4,0,Reader_3_7.csv
2903,3,3,0,Reader_1_1.csv
2903,0,0,0,Reader_1_10.csv
2903,0,0,0,Reader_1_11.csv
2903,0,0,0,Reader_1_12.csv
2903,0,0,0,Reader_1_2.csv
2903,1,1,0,Reader_1_3.csv
2903,1,1,0,Reader_1_4.csv
2903,4,3,1,Reader_1_5.csv
2903,3,2,1,Reader_1_6.csv
2903,0,0,0,Reader_1_7.csv
2903,1,1,0,Reader_1_8.csv
2903,0,0,0,Reader_1_9.csv
2903,0,0,0,Reader_2_1.csv
2903,0,0,0,Reader_2_10.csv
2903,0,0,0,Reader_2_11.csv
2903,7,5,2,Reader_2_12.csv
2903,0,0,0,Reader_2_2.csv
2903,0,0,0,Reader_2_3.csv
2903,0,0,0,Reader_2_4.csv
2903,0,0,0,Reader_2_5.csv
2903,1,1,0,Reader_2_6.csv
2903,0,0,0,Reader_2_7.csv
2903,2,2,0,Reader_2_8.csv
2903,0,0,0,Reader_2_9.csv
2903,3,3,0,reader_3_1.csv
2903,4,3,1,Reader_3_2.csv
2903,1,1,0,Reader_3_3.csv
2903,1,1,0,Reader_3_4.csv
2903,3,2,1,Reader_3_5.csv
2903,3,2,1,Reader_3_6.csv
2903,3,3,0,Reader_3_7.csv
2904,4,4,0,Reader_1_1.csv
2904,0,0,0,Reader_1_10.csv
2904,0,0,0,Reader_1_11.csv
2904,0,0,0,Reader_1_12.csv
2904,2,2,0,Reader_1_2.csv
2904,1,1,0,Reader_1_3.csv
2904,1,1,0,Reader_1_4.csv
2904,3,2,1,Reader_1_5.csv
2904,2,2,0,Reader_1_6.csv
2904,0,0,0,Reader_1_7.csv
2904,1,1,0,Reader_1_8.csv
2904,0,0,0,Reader_1_9.csv
2904,0,0,0,Reader_2_1.csv
2904,0,0,0,Reader_2_10.csv
2904,0,0,0,Reader_2_11.csv
2904,6,4,2,Reader_2_12.csv
2904,0,0,0,Reader_2_2.csv
2904,0,0,0,Reader_2_3.csv
2904,0,0,0,Reader_2_4.csv
2904,0,0,0,Reader_2_5.csv
2904,1,1,0,Reader_2_6.csv
2904,0,0,0,Reader_2_7.csv
2904,2,2,0,Reader_2_8.csv
2904,0,0,0,Reader_2_9.csv
2904,3,3,0,reader_3_1.csv
2904,5,4,1,Reader_3_2.csv
2904,1,1,0,Reader_3_3.csv
2904,1,1,0,Reader_3_4.csv
2904,2,1,1,Reader_3_5.csv
2904,3,2,1,Reader_3_6.csv
2904,4,3,1,Reader_3_7.csv
2905,5,5,0,Reader_1_1.csv
2905,0,0,0,Reader_1_10.csv
2905,0,0,0,Reader_1_11.csv
2905,0,0,0,Reader_1_12.csv
2905,2,2,0,Reader_1_2.csv
2905,1,1,0,Reader_1_3.csv
2905,1,1,0,Reader_1_4.csv
2905,3,2,1,Reader_1_5.csv
2905,2,2,0,Reader_1_6.csv
2905,0,0,0,Reader_1_7.csv
2905,1,1,0,Reader_1_8.csv
2905,0,0,0,Reader_1_9.csv
2905,0,0,0,Reader_2_1.csv
2905,0,0,0,Reader_2_10.csv
2905,0,0,0,Reader_2_11.csv
2905,7,5,2,Reader_2_12.csv
2905,0,0,0,Reader_2_2.csv
2905,0,0,0,Reader_2_3.csv
2905,0,0,0,Reader_2_4.csv
2905,0,0,0,Reader_2_5.csv
2905,2,2,0,Reader_2_6.csv
2905,0,0,0,Reader_2_7.csv
2905,2,2,0,Reader_2_8.csv
2905,0,0,0,Reader_2_9.csv
2905,3,3,0,reader_3_1.csv
2905,5,4,1,Reader_3_2.csv
2905,1,1,0,Reader_3_3.csv
2905,1,1,0,Reader_3_4.csv
2905,2,1,1,Reader_3_5.csv
2905,3,2,1,Reader_3_6.csv
2905,3,2,1,Reader_3_7.csv
2906,4,4,0,Reader_1_1.csv
2906,0,0,0,Reader_1_10.csv
2906,0,0,0,Reader_1_11.csv
2906,0,0,0,Reader_1_12.csv
2906,2,2,0,Reader_1_2.csv
2906,1,1,0,Reader_1_3.csv
2906,1,1,0,Reader_1_4.csv
2906,3,2,1,Reader_1_5.csv
2906,2,2,0,Reader_1_6.csv
2906,0,0,0,Reader_1_7.csv
2906,1,1,0,Reader_1_8.csv
2906,1,1,0,Reader_1_9.csv
2906,0,0,0,Reader_2_1.csv
2906,0,0,0,Reader_2_10.csv
2906,0,0,0,Reader_2_11.csv
2906,6,4,2,Reader_2_12.csv
2906,0,0,0,Reader_2_2.csv
2906,0,0,0,Reader_2_3.csv
2906,0,0,0,Reader_2_4.csv
2906,0,0,0,Reader_2_5.csv
2906,2,2,0,Reader_2_6.csv
2906,0,0,0,Reader_2_7.csv
2906,2,2,0,Reader_2_8.csv
2906,0,0,0,Reader_2_9.csv
2906,3,3,0,reader_3_1.csv
2906,4,4,0,Reader_3_2.csv
2906,1,1,0,Reader_3_3.csv
2906,1,1,0,Reader_3_4.csv
2906,1,0,1,Reader_3_5.csv
2906,1,1,0,Reader_3_6.csv
2906,2,1,1,Reader_3_7.csv
2907,4,4,0,Reader_1_1.csv
2907,0,0,0,Reader_1_10.csv
2907,0,0,0,Reader_1_11.csv
2907,0,0,0,Reader_1_12.csv
2907,3,3,0,Reader_1_2.csv
2907,1,1,0,Reader_1_3.csv
2907,0,0,0,Reader_1_4.csv
2907,1,1,0,Reader_1_5.csv
2907,2,2,0,Reader_1_6.csv
2907,0,0,0,Reader_1_7.csv
2907,1,1,0,Reader_1_8.csv
2907,1,1,0,Reader_1_9.csv
2907,0,0,0,Reader_2_1.csv
2907,0,0,0,Reader_2_10.csv
2907,0,0,0,Reader_2_11.csv
2907,6,4,2,Reader_2_12.csv
2907,0,0,0,Reader_2_2.csv
2907,0,0,0,Reader_2_3.csv
2907,0,0,0,Reader_2_4.csv
2907,0,0,0,Reader_2_5.csv
2907,2,2,0,Reader_2_6.csv
2907,0,0,0,Reader_2_7.csv
2907,2,2,0,Reader_2_8.csv
2907,0,0,0,Reader_2_9.csv
2907,3,3,0,reader_3_1.csv
2907,4,4,0,Reader_3_2.csv
2907,1,1,0,Reader_3_3.csv
2907,1,1,0,Reader_3_4.csv
2907,0,0,0,Reader_3_5.csv
2907,1,1,0,Reader_3_6.csv
2907,2,1,1,Reader_3_7.csv
2908,5,4,1,Reader_1_1.csv
2908,0,0,0,Reader_1_10.csv
2908,0,0,0,Reader_1_11.csv
2908,1,1,0,Reader_1_12.csv
2908,3,3,0,Reader_1_2.csv
2908,0,0,0,Reader_1_3.csv
2908,1,1,0,Reader_1_4.csv
2908,1,1,0,Reader_1_5.csv
2908,1,1,0,Reader_1_6.csv
2908,0,0,0,Reader_1_7.csv
2908,1,1,0,Reader_1_8.csv
2908,1,1,0,Reader_1_9.csv
2908,0,0,0,Reader_2_1.csv
2908,0,0,0,Reader_2_10.csv
2908,0,0,0,Reader_2_11.csv
2908,5,4,1,Reader_2_12.csv
2908,0,0,0,Reader_2_2.csv
2908,0,0,0,Reader_2_3.csv
2908,0,0,0,Reader_2_4.csv
2908,0,0,0,Reader_2_5.csv
2908,2,2,0,Reader_2_6.csv
2908,0,0,0,Reader_2_7.csv
2908,2,2,0,Reader_2_8.csv
2908,0,0,0,Reader_2_9.csv
2908,2,2,0,reader_3_1.csv
2908,3,3,0,Reader_3_2.csv
2908,1,1,0,Reader_3_3.csv
2908,1,1,0,Reader_3_4.csv
2908,0,0,0,Reader_3_5.csv
2908,2,2,0,Reader_3_6.csv
2908,2,1,1,Reader_3_7.csv
2909,5,4,1,Reader_1_1.csv
2909,0,0,0,Reader_1_10.csv
2909,1,1,0,Reader_1_11.csv
2909,1,1,0,Reader_1_12.csv
2909,3,3,0,Reader_1_2.csv
2909,0,0,0,Reader_1_3.csv
2909,1,1,0,Reader_1_4.csv
2909,1,1,0,Reader_1_5.csv
2909,0,0,0,Reader_1_6.csv
2909,0,0,0,Reader_1_7.csv
2909,1,1,0,Reader_1_8.csv
2909,1,1,0,Reader_1_9.csv
2909,0,0,0,Reader_2_1.csv
2909,0,0,0,Reader_2_10.csv
2909,0,0,0,Reader_2_11.csv
2909,5,4,1,Reader_2_12.csv
2909,0,0,0,Reader_2_2.csv
2909,0,0,0,Reader_2_3.csv
2909,0,0,0,Reader_2_4.csv
2909,0,0,0,Reader_2_5.csv
2909,2,2,0,Reader_2_6.csv
2909,0,0,0,Reader_2_7.csv
2909,1,0,1,Reader_2_8.csv
2909,0,0,0,Reader_2_9.csv
2909,1,1,0,reader_3_1.csv
2909,2,2,0,Reader_3_2.csv
2909,2,1,1,Reader_3_3.csv
2909,2,1,1,Reader_3_4.csv
2909,0,0,0,Reader_3_5.csv
2909,3,3,0,Reader_3_6.csv
2909,2,1,1,Reader_3_7.csv
2910,5,4,1,Reader_1_1.csv
2910,0,0,0,Reader_1_10.csv
2910,1,1,0,Reader_1_11.csv
2910,1,1,0,Reader_1_12.csv
2910,3,3,0,Reader_1_2.csv
2910,1,1,0,Reader_1_3.csv
2910,1,1,0,Reader_1_4.csv
2910,1,1,0,Reader_1_5.csv
2910,1,1,0,Reader_1_6.csv
2910,0,0,0,Reader_1_7.csv
2910,1,1,0,Reader_1_8.csv
2910,1,1,0,Reader_1_9.csv
2910,0,0,0,Reader_2_1.csv
2910,0,0,0,Reader_2_10.csv
2910,0,0,0,Reader_2_11.csv
2910,5,4,1,Reader_2_12.csv
2910,0,0,0,Reader_2_2.csv
2910,0,0,0,Reader_2_3.csv
2910,0,0,0,Reader_2_4.csv
2910,0,0,0,Reader_2_5.csv
2910,2,2,0,Reader_2_6.csv
2910,0,0,0,Reader_2_7.csv
2910,1,0,1,Reader_2_8.csv
2910,0,0,0,Reader_2_9.csv
2910,1,1,0,reader_3_1.csv
2910,2,2,0,Reader_3_2.csv
2910,2,1,1,Reader_3_3.csv
2910,2,1,1,Reader_3_4.csv
2910,0,0,0,Reader_3_5.csv
2910,5,4,1,Reader_3_6.csv
2910,2,1,1,Reader_3_7.csv
2911,5,4,1,Reader_1_1.csv
2911,0,0,0,Reader_1_10.csv
2911,1,1,0,Reader_1_11.csv
2911,1,1,0,Reader_1_12.csv
2911,3,3,0,Reader_1_2.csv
2911,2,1,1,Reader_1_3.csv
2911,1,1,0,Reader_1_4.csv
2911,1,1,0,Reader_1_5.csv
2911,1,1,0,Reader_1_6.csv
2911,0,0,0,Reader_1_7.csv
2911,0,0,0,Reader_1_8.csv
2911,1,1,0,Reader_1_9.csv
2911,1,0,1,Reader_2_1.csv
2911,0,0,0,Reader_2_10.csv
2911,0,0,0,Reader_2_11.csv
2911,3,3,0,Reader_2_12.csv
2911,0,0,0,Reader_2_2.csv
2911,0,0,0,Reader_2_3.csv
2911,0,0,0,Reader_2_4.csv
2911,0,0,0,Reader_2_5.csv
2911,2,2,0,Reader_2_6.csv
2911,0,0,0,Reader_2_7.csv
2911,1,0,1,Reader_2_8.csv
2911,0,0,0,Reader_2_9.csv
2911,0,0,0,reader_3_1.csv
2911,2,2,0,Reader_3_2.csv
2911,2,1,1,Reader_3_3.csv
2911,2,1,1,Reader_3_4.csv
2911,0,0,0,Reader_3_5.csv
2911,7,5,2,Reader_3_6.csv
2911,1,0,1,Reader_3_7.csv
2912,5,3,2,Reader_1_1.csv
2912,0,0,0,Reader_1_10.csv
2912,1,1,0,Reader_1_11.csv
2912,1,1,0,Reader_1_12.csv
2912,1,1,0,Reader_1_2.csv
2912,2,1,1,Reader_1_3.csv
2912,1,1,0,Reader_1_4.csv
2912,1,1,0,Reader_1_5.csv
2912,1,1,0,Reader_1_6.csv
2912,0,0,0,Reader_1_7.csv
2912,0,0,0,Reader_1_8.csv
2912,1,1,0,Reader_1_9.csv
2912,1,0,1,Reader_2_1.csv
2912,0,0,0,Reader_2_10.csv
2912,0,0,0,Reader_2_11.csv
2912,2,2,0,Reader_2_12.csv
2912,0,0,0,Reader_2_2.csv
2912,0,0,0,Reader_2_3.csv
2912,0,0,0,Reader_2_4.csv
2912,0,0,0,Reader_2_5.csv
2912,2,2,0,Reader_2_6.csv
2912,0,0,0,Reader_2_7.csv
2912,1,0,1,Reader_2_8.csv
2912,0,0,0,Reader_2_9.csv
2912,0,0,0,reader_3_1.csv
2912,2,1,1,Reader_3_2.csv
2912,2,1,1,Reader_3_3.csv
2912,2,1,1,Reader_3_4.csv
2912,1,1,0,Reader_3_5.csv
2912,10,8,2,Reader_3_6.csv
2912,0,0,0,Reader_3_7.csv
2913,3,1,2,Reader_1_1.csv
2913,0,0,0,Reader_1_10.csv
2913,1,1,0,Reader_1_11.csv
2913,2,2,0,Reader_1_12.csv
2913,1,1,0,Reader_1_2.csv
2913,2,1,1,Reader_1_3.csv
2913,1,1,0,Reader_1_4.csv
2913,1,1,0,Reader_1_5.csv
2913,1,1,0,Reader_1_6.csv
2913,0,0,0,Reader_1_7.csv
2913,0,0,0,Reader_1_8.csv
2913,1,1,0,Reader_1_9.csv
2913,1,0,1,Reader_2_1.csv
2913,0,0,0,Reader_2_10.csv
2913,0,0,0,Reader_2_11.csv
2913,1,1,0,Reader_2_12.csv
2913,0,0,0,Reader_2_2.csv
2913,0,0,0,Reader_2_3.csv
2913,0,0,0,Reader_2_4.csv
2913,0,0,0,Reader_2_5.csv
2913,0,0,0,Reader_2_6.csv
2913,0,0,0,Reader_2_7.csv
2913,1,0,1,Reader_2_8.csv
2913,0,0,0,Reader_2_9.csv
2913,0,0,0,reader_3_1.csv
2913,2,1,1,Reader_3_2.csv
2913,2,1,1,Reader_3_3.csv
2913,2,1,1,Reader_3_4.csv
2913,1,1,0,Reader_3_5.csv
2913,11,8,3,Reader_3_6.csv
2913,0,0,0,Reader_3_7.csv
2914,4,2,2,Reader_1_1.csv
2914,0,0,0,Reader_1_10.csv
2914,2,2,0,Reader_1_11.csv
2914,2,2,0,Reader_1_12.csv
2914,3,3,0,Reader_1_2.csv
2914,3,2,1,Reader_1_3.csv
2914,1,1,0,Reader_1_4.csv
2914,1,1,0,Reader_1_5.csv
2914,1,1,0,Reader_1_6.csv
2914,0,0,0,Reader_1_7.csv
2914,0,0,0,Reader_1_8.csv
2914,0,0,0,Reader_1_9.csv
2914,1,0,1,Reader_2_1.csv
2914,0,0,0,Reader_2_10.csv
2914,0,0,0,Reader_2_11.csv
2914,2,2,0,Reader_2_12.csv
2914,0,0,0,Reader_2_2.csv
2914,0,0,0,Reader_2_3.csv
2914,0,0,0,Reader_2_4.csv
2914,0,0,0,Reader_2_5.csv
2914,0,0,0,Reader_2_6.csv
2914,0,0,0,Reader_2_7.csv
2914,1,0,1,Reader_2_8.csv
2914,0,0,0,Reader_2_9.csv
2914,0,0,0,reader_3_1.csv
2914,2,1,1,Reader_3_2.csv
2914,2,1,1,Reader_3_3.csv
2914,2,1,1,Reader_3_4.csv
2914,1,1,0,Reader_3_5.csv
2914,11,8,3,Reader_3_6.csv
2914,0,0,0,Reader_3_7.csv
2915,8,5,3,Reader_1_1.csv
2915,0,0,0,Reader_1_10.csv
2915,2,2,0,Reader_1_11.csv
2915,2,2,0,Reader_1_12.csv
2915,2,2,0,Reader_1_2.csv
2915,3,2,1,Reader_1_3.csv
2915,1,1,0,Reader_1_4.csv
2915,1,1,0,Reader_1_5.csv
2915,1,1,0,Reader_1_6.csv
2915,0,0,0,Reader_1_7.csv
2915,0,0,0,Reader_1_8.csv
2915,0,0,0,Reader_1_9.csv
2915,1,0,1,Reader_2_1.csv
2915,0,0,0,Reader_2_10.csv
2915,0,0,0,Reader_2_11.csv
2915,3,3,0,Reader_2_12.csv
2915,0,0,0,Reader_2_2.csv
2915,0,0,0,Reader_2_3.csv
2915,0,0,0,Reader_2_4.csv
2915,1,0,1,Reader_2_5.csv
2915,0,0,0,Reader_2_6.csv
2915,0,0,0,Reader_2_7.csv
2915,1,0,1,Reader_2_8.csv
2915,0,0,0,Reader_2_9.csv
2915,0,0,0,reader_3_1.csv
2915,2,1,1,Reader_3_2.csv
2915,1,0,1,Reader_3_3.csv
2915,1,0,1,Reader_3_4.csv
2915,1,1,0,Reader_3_5.csv
2915,11,8,3,Reader_3_6.csv
2915,0,0,0,Reader_3_7.csv
2916,7,5,2,Reader_1_1.csv
2916,0,0,0,Reader_1_10.csv
2916,2,2,0,Reader_1_11.csv
2916,1,1,0,Reader_1_12.csv
2916,2,2,0,Reader_1_2.csv
2916,3,2,1,Reader_1_3.csv
2916,0,0,0,Reader_1_4.csv
2916,1,1,0,Reader_1_5.csv
2916,2,2,0,Reader_1_6.csv
2916,0,0,0,Reader_1_7.csv
2916,0,0,0,Reader_1_8.csv
2916,0,0,0,Reader_1_9.csv
2916,1,0,1,Reader_2_1.csv
2916,0,0,0,Reader_2_10.csv
2916,0,0,0,Reader_2_11.csv
2916,2,2,0,Reader_2_12.csv
2916,0,0,0,Reader_2_2.csv
2916,0,0,0,Reader_2_3.csv
2916,0,0,0,Reader_2_4.csv
2916,1,0,1,Reader_2_5.csv
2916,0,0,0,Reader_2_6.csv
2916,0,0,0,Reader_2_7.csv
2916,1,0,1,Reader_2_8.csv
2916,0,0,0,Reader_2_9.csv
2916,0,0,0,reader_3_1.csv
2916,3,2,1,Reader_3_2.csv
2916,2,0,2,Reader_3_3.csv
2916,2,0,2,Reader_3_4.csv
2916,1,1,0,Reader_3_5.csv
2916,12,9,3,Reader_3_6.csv
2916,0,0,0,Reader_3_7.csv
2917,8,6,2,Reader_1_1.csv
2917,0,0,0,Reader_1_10.csv
2917,1,1,0,Reader_1_11.csv
2917,1,1,0,Reader_1_12.csv
2917,3,2,1,Reader_1_2.csv
2917,3,2,1,Reader_1_3.csv
2917,0,0,0,Reader_1_4.csv
2917,1,1,0,Reader_1_5.csv
2917,2,2,0,Reader_1_6.csv
2917,0,0,0,Reader_1_7.csv
2917,0,0,0,Reader_1_8.csv
2917,0,0,0,Reader_1_9.csv
2917,1,0,1,Reader_2_1.csv
2917,0,0,0,Reader_2_10.csv
2917,0,0,0,Reader_2_11.csv
2917,2,2,0,Reader_2_12.csv
2917,0,0,0,Reader_2_2.csv
2917,0,0,0,Reader_2_3.csv
2917,0,0,0,Reader_2_4.csv
2917,1,0,1,Reader_2_5.csv
2917,0,0,0,Reader_2_6.csv
2917,0,0,0,Reader_2_7.csv
2917,0,0,0,Reader_2_8.csv
2917,0,0,0,Reader_2_9.csv
2917,0,0,0,reader_3_1.csv
2917,3,2,1,Reader_3_2.csv
2917,3,1,2,Reader_3_3.csv
2917,3,1,2,Reader_3_4.csv
2917,1,1,0,Reader_3_5.csv
2917,13,10,3,Reader_3_6.csv
2917,0,0,0,Reader_3_7.csv
2918,8,6,2,Reader_1_1.csv
2918,0,0,0,Reader_1_10.csv
2918,1,1,0,Reader_1_11.csv
2918,1,1,0,Reader_1_12.csv
2918,3,2,1,Reader_1_2.csv
2918,2,1,1,Reader_1_3.csv
2918,0,0,0,Reader_1_4.csv
2918,0,0,0,Reader_1_5.csv
2918,1,1,0,Reader_1_6.csv
2918,0,0,0,Reader_1_7.csv
2918,0,0,0,Reader_1_8.csv
2918,0,0,0,Reader_1_9.csv
2918,1,0,1,Reader_2_1.csv
2918,0,0,0,Reader_2_10.csv
2918,0,0,0,Reader_2_11.csv
2918,2,2,0,Reader_2_12.csv
2918,0,0,0,Reader_2_2.csv
2918,0,0,0,Reader_2_3.csv
2918,0,0,0,Reader_2_4.csv
2918,1,0,1,Reader_2_5.csv
2918,0,0,0,Reader_2_6.csv
2918,0,0,0,Reader_2_7.csv
2918,0,0,0,Reader_2_8.csv
2918,0,0,0,Reader_2_9.csv
